time(yyyymm) ts_sst
194210 -0.284515
194211 -0.294870
194212 -0.305092
194301 -0.134898
194302 -0.226655
194303 -0.301580
194304 -0.326471
194305 -0.156062
194306 -0.079106
194307 -0.151843
194308 0.062105
194309 -0.022619
194310 0.038505
194311 -0.099689
194312 -0.004453
194401 -0.087066
194402 -0.016100
194403 0.119884
194404 0.152746
194405 0.186755
194406 0.245984
194407 0.385004
194408 0.276353
194409 0.207538
194410 0.136280
194411 -0.109213
194412 0.196569
194501 0.280148
194502 0.247098
194503 0.014986
194504 0.187456
194505 0.100151
194506 0.221906
194507 0.067911
194508 0.129220
194509 0.142645
194510 0.105658
194511 0.100567
194512 0.266417
194601 0.083718
194602 0.050095
194603 0.251641
194604 0.061371
194605 -0.178227
194606 -0.170601
194607 -0.277315
194608 -0.253695
194609 -0.291169
194610 -0.182277
194611 -0.208941
194612 -0.076733
194701 0.082619
194702 -0.021670
194703 0.034404
194704 -0.126945
194705 -0.187573
194706 -0.063728
194707 -0.119800
194708 -0.187164
194709 -0.255465
194710 -0.313101
194711 -0.167960
194712 -0.136834
194801 -0.176472
194802 -0.066239
194803 0.072175
194804 -0.081536
194805 -0.059084
194806 -0.039569
194807 -0.266357
194808 -0.104381
194809 -0.313252
194810 -0.253090
194811 -0.289040
194812 -0.173633
194901 -0.227866
194902 -0.065833
194903 -0.247776
194904 -0.113752
194905 -0.183311
194906 -0.362307
194907 -0.168134
194908 -0.152585
194909 -0.328979
194910 -0.292482
194911 -0.344955
194912 -0.289996
195001 -0.226872
195002 -0.358784
195003 -0.286022
195004 -0.308669
195005 -0.299984
195006 -0.353722
195007 -0.280267
195008 -0.310267
195009 -0.381768
195010 -0.344045
195011 -0.352651
195012 -0.419293
195101 -0.344021
195102 -0.362745
195103 -0.329299
195104 -0.252388
195105 -0.117335
195106 0.016059
195107 0.071593
195108 0.075731
195109 0.097416
195110 0.247431
195111 0.136020
195112 0.138099
195201 0.142280
195202 0.127212
195203 0.112913
195204 0.133059
195205 0.110977
195206 -0.019888
195207 -0.074802
195208 -0.108126
195209 -0.044990
195210 -0.038880
195211 -0.094188
195212 0.026501
195301 0.087905
195302 0.112393
195303 0.135090
195304 0.149049
195305 0.201008
195306 0.202060
195307 0.074535
195308 0.095086
195309 0.059828
195310 -0.021285
195311 0.015463
195312 0.111781
195401 -0.007873
195402 0.000724
195403 -0.045977
195404 -0.196886
195405 -0.225909
195406 -0.234026
195407 -0.367071
195408 -0.243423
195409 -0.324392
195410 -0.360497
195411 -0.386347
195412 -0.439798
195501 -0.129214
195502 -0.340912
195503 -0.282825
195504 -0.422927
195505 -0.535979
195506 -0.491899
195507 -0.382359
195508 -0.324045
195509 -0.339201
195510 -0.496765
195511 -0.502964
195512 -0.438279
195601 -0.370056
195602 -0.366035
195603 -0.334875
195604 -0.372675
195605 -0.425463
195606 -0.479809
195607 -0.420397
195608 -0.359394
195609 -0.449752
195610 -0.404037
195611 -0.379099
195612 -0.221162
195701 -0.208999
195702 -0.157351
195703 -0.068007
195704 -0.004849
195705 0.188410
195706 0.107728
195707 0.127238
195708 0.123081
195709 -0.047534
195710 0.031567
195711 0.062115
195712 0.209559
195801 0.237900
