time(yyyymm) ts_sst
192608 26.461728
192609 26.507340
192610 26.647283
192611 26.749254
192612 26.737685
192701 26.689400
192702 26.970228
192703 27.104826
192704 27.400698
192705 27.214240
192706 26.831399
192707 26.425510
192708 26.303301
192709 26.331774
192710 26.603900
192711 26.804783
192712 26.852307
192801 26.925748
192802 27.013236
192803 27.207365
192804 27.411198
192805 27.286482
192806 26.828089
192807 26.369731
192808 26.130092
192809 26.185364
192810 26.446865
192811 26.677975
192812 26.596971
192901 26.598512
192902 26.772580
192903 27.056084
192904 27.364349
192905 27.197123
192906 26.748524
192907 26.305306
192908 26.184174
192909 26.261602
192910 26.485793
192911 26.713433
192912 26.712708
193001 26.682107
193002 26.850856
193003 27.147455
193004 27.438216
193005 27.282237
193006 26.889394
193007 26.490902
193008 26.383020
193009 26.596069
193010 26.852773
193011 27.098839
193012 27.032286
193101 27.076835
193102 27.242714
193103 27.589418
193104 27.738755
193105 27.643397
193106 27.188471
193107 26.700411
193108 26.414280
193109 26.473923
193110 26.655019
193111 26.728219
193112 26.726560
193201 26.661428
193202 26.922530
193203 27.264088
193204 27.492253
193205 27.428420
193206 26.952529
193207 26.411170
193208 26.255965
193209 26.357457
193210 26.513640
193211 26.671256
193212 26.622105
193301 26.700591
193302 26.918224
193303 27.209591
193304 27.406091
193305 27.290879
193306 26.823694
193307 26.336952
193308 26.105763
193309 26.101268
193310 26.303315
193311 26.450504
193312 26.475486
193401 26.445636
193402 26.642714
193403 26.939854
193404 27.311448
193405 27.171068
193406 26.895958
193407 26.467049
193408 26.359653
193409 26.433775
193410 26.575809
193411 26.726435
193412 26.682434
193501 26.712615
193502 26.919780
193503 27.141839
193504 27.403260
193505 27.347635
193506 26.923020
193507 26.442378
193508 26.225982
193509 26.319434
193510 26.638358
193511 26.809636
193512 26.796700
193601 26.826837
193602 27.065068
193603 27.308385
193604 27.603740
193605 27.490522
193606 26.893043
193607 26.496584
193608 26.313868
193609 26.449437
193610 26.731198
193611 26.845488
193612 26.876514
193701 26.823028
193702 27.135885
193703 27.451413
193704 27.632723
193705 27.538749
193706 27.121615
193707 26.665790
193708 26.488414
193709 26.603949
193710 26.795569
193711 26.999596
193712 26.984157
193801 26.910755
193802 27.105859
193803 27.340852
193804 27.446847
193805 27.318490
193806 26.849192
193807 26.376363
193808 26.245086
193809 26.323228
193810 26.558504
193811 26.554341
193812 26.493609
193901 26.462726
193902 26.668557
193903 26.986800
193904 27.308491
193905 27.272564
193906 26.937574
193907 26.541918
193908 26.346851
193909 26.428562
193910 26.538312
193911 26.838692
193912 26.839900
194001 26.880246
194002 27.076786
194003 27.408615
194004 27.685643
194005 27.706284
194006 27.144920
194007 26.706458
194008 26.555003
194009 26.531672
194010 26.806153
194011 26.992198
194012 26.979048
194101 27.071447
194102 27.384815
194103 27.662956
194104 27.823986
194105 27.701580
194106 27.327839
194107 26.840022
194108 26.637066
194109 26.712413
194110 27.118306
194111 27.224789
194112 27.221116
194201 27.196988
194202 27.264032
194203 27.488079
194204 27.768700
194205 27.612747
194206 27.077485
194207 26.550750
194208 26.247614
194209 26.375994
194210 26.575654
194211 26.608232
194212 26.620916
194301 26.709627
194302 26.820612
194303 27.049053
194304 27.356230
194305 27.399261
194306 26.989277
194307 26.589585
194308 26.421320
194309 26.398705
194310 26.614923
194311 26.793173
194312 26.747785
194401 26.778224
194402 27.013307
194403 27.388818
194404 27.657110
194405 27.591964
194406 27.234618
194407 26.923373
194408 26.578038
194409 26.589613
194410 26.784722
194411 26.967030
194412 27.121330
194501 27.066697
194502 27.280902
194503 27.336687
194504 27.664002
194505 27.537080
194506 27.261486
194507 26.713085
194508 26.532308
194509 26.557677
194510 26.836653
194511 26.885855
194512 26.829275
194601 26.728657
194602 27.153478
194603 27.354283
194604 27.411371
194605 27.285819
194606 26.837437
194607 26.416265
194608 26.269172
194609 26.376140
194610 26.643527
194611 26.736447
194612 26.853786
194701 26.869633
194702 27.030604
194703 27.346781
194704 27.456589
194705 27.409796
194706 27.073850
194707 26.608891
194708 26.365312
194709 26.391789
194710 26.533171
194711 26.746950
194712 26.788952
194801 26.772888
194802 27.012224
194803 27.400250
194804 27.546667
194805 27.484254
194806 27.061742
194807 26.566560
194808 26.359599
194809 26.352673
194810 26.629632
194811 26.732509
194812 26.791337
194901 26.732640
194902 27.034143
194903 27.225211
194904 27.555306
194905 27.459930
194906 27.005006
194907 26.588025
194908 26.389353
194909 26.415930
194910 26.548549
194911 26.624994
194912 26.644182
195001 26.673320
195002 26.790070
195003 27.155147
195004 27.349425
195005 27.255737
195006 26.816379
195007 26.373707
